veh_make,veh_model,MFG_TYPE,MFG_MAKE,MFG_POS,MFG_CNT,F11,F12,F13,New_Auto_Class
SUZUKI,SWIFT,Value,SUZUKI,Import,Japanese,Import,Value,Value,SMALL CAR
SUZUKI,SX4,Value,SUZUKI,Import,Japanese,Import,Value,Value,MID SIZE CAR
SUZUKI,VERONA,Value,SUZUKI,Import,Japanese,Import,Value,Value,MID SIZE CAR
SUZUKI,VITARA,Value,SUZUKI,Import,Japanese,Import,Value,Value,SMALL SUV
SUZUKI,XL7,Value,SUZUKI,Import,Japanese,Import,Value,Value,FULL SIZE CAR
TESLA,MODEL 3,Luxury,TESLA,Luxury,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
TESLA,MODEL S,Luxury,TESLA,Luxury,Japanese,Import,Reliability,Low Maintenance,FULL SIZE CAR
TESLA,MODEL Y,Luxury,TESLA,Luxury,Japanese,Import,Reliability,Low Maintenance,SMALL SUV
TESLA,MODEL X,Luxury,TESLA,Luxury,Japanese,Import,Reliability,Low Maintenance,MID SIZE SUV
TOYOTA,4RUNNER,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL SUV
TOYOTA,AVALON,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,FULL SIZE CAR
TOYOTA,CAMRY,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
TOYOTA,CAMRY HYBRID,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
TOYOTA,CELICA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,C-HR,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL SUV
TOYOTA,COROLLA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,CRESSIDA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,DLX,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
TOYOTA,ECHO,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,FJ CRUISER,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE SUV
TOYOTA,HIGHLANDER,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE SUV
TOYOTA,LAND CRUISER,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,FULL SIZE SUV
TOYOTA,MATRIX,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,MR2,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,PASEO,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,PREVIA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MINIVAN
TOYOTA,PRIUS,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,RAV4,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL SUV
TOYOTA,SEQUOIA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,FULL SIZE SUV
TOYOTA,SIENNA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MINIVAN
TOYOTA,SUPRA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,86,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,T100,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,FULL SIZE TRUCK
TOYOTA,TACOMA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE TRUCK
TOYOTA,TERCEL,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
TOYOTA,TUNDRA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,FULL SIZE TRUCK
TOYOTA,VENZA,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL SUV
TOYOTA,YARIS,Reliability,TOYOTA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
VOLKSWAGEN,ARTEON,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MID SIZE CAR
VOLKSWAGEN,ATLAS,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL SUV
VOLKSWAGEN,BEETLE,Value,VOLKSWAGEN,Import,European,Import,Sport,Value,SMALL CAR
VOLKSWAGEN,CABRIO,Value,VOLKSWAGEN,Import,European,Import,Convertible,Value,SMALL CAR
VOLKSWAGEN,CABRIOLET,Value,VOLKSWAGEN,Import,European,Import,Convertible,Value,SMALL CAR
VOLKSWAGEN,CC,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MID SIZE CAR
VOLKSWAGEN,CORRADO,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,EOS,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,EUROVAN,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MINIVAN
VOLKSWAGEN,FOX,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,GLI,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MID SIZE CAR
VOLKSWAGEN,GOLF,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,GTI,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,JETTA,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,PASSAT,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MID SIZE CAR
VOLKSWAGEN,PHAETON,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,FULL SIZE CAR
VOLKSWAGEN,QUANTUM,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,R32,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,RABBIT,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,ROUTAN,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MINIVAN
VOLKSWAGEN,SCIROCCO,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL CAR
VOLKSWAGEN,TIGUAN,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,SMALL SUV
VOLKSWAGEN,TOUAREG,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MID SIZE SUV
VOLKSWAGEN,VANAGON,Value,VOLKSWAGEN,Import,European,Import,Standard,Value,MINIVAN
VOLVO,240,Luxury,VOLVO,Import,European,Import,Luxury,Value,SMALL CAR
VOLVO,260,Luxury,VOLVO,Import,European,Import,Luxury,Value,SMALL CAR
VOLVO,740,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,760,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,850,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,940,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,960,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,C30,Luxury,VOLVO,Import,European,Import,Luxury,Value,SMALL CAR
VOLVO,C70,Luxury,VOLVO,Import,European,Import,Luxury,Value,FULL SIZE CAR
VOLVO,S40,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,S60,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,S70,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,S80,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,S90,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,V40,Luxury,VOLVO,Import,European,Import,Luxury,Value,FULL SIZE CAR
VOLVO,V50,Luxury,VOLVO,Import,European,Import,Luxury,Value,FULL SIZE CAR
VOLVO,V60,Luxury,VOLVO,Import,European,Import,Luxury,Value,FULL SIZE SUV
VOLVO,V70,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE SUV
VOLVO,V90,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,XC,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE CAR
VOLVO,XC40,Luxury,VOLVO,Import,European,Import,Luxury,Value,SMALL SUV
VOLVO,XC60,Luxury,VOLVO,Import,European,Import,Luxury,Value,SMALL SUV
VOLVO,XC70,Luxury,VOLVO,Import,European,Import,Luxury,Value,SMALL SUV
VOLVO,XC90,Luxury,VOLVO,Import,European,Import,Luxury,Value,MID SIZE SUV
