veh_make,veh_model,MFG_TYPE,MFG_MAKE,MFG_POS,MFG_CNT,F11,F12,F13,New_Auto_Class
DODGE,D150,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE TRUCK
DODGE,400,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,600,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,ARIES,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,AVENGER,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
DODGE,CALIBER,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,CARAVAN,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MINIVAN
DODGE,CHALLENGER,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
DODGE,CHARGER,Value,DODGE-RAM,Domestic,American,Domestic,Muscle,Sport,MID SIZE CAR
DODGE,COLT,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,DAKOTA,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE TRUCK
DODGE,DART,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,DAYTONA,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,DIPLOMAT,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
DODGE,DURANGO,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE SUV
DODGE,DYNASTY,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
DODGE,GRAND CARAVAN,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MINIVAN
DODGE,INTREPID,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
DODGE,JOURNEY,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE SUV
DODGE,LANCER,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,MAGNUM,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE CAR
DODGE,MIRADA,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,MONACO,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE CAR
DODGE,NEON,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,NITRO,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL SUV
DODGE,OMNI,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,RAIDER,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL SUV
DODGE,RAM 100,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE TRUCK
DODGE,RAM 150,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
DODGE,RAM 1500,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
DODGE,RAM 250,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
DODGE,RAM 350,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
DODGE,RAM 3500,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
DODGE,RAM 4500,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
DODGE,SHADOW,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,SPIRIT,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,SMALL CAR
DODGE,STEALTH,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
DODGE,STRATUS,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
DODGE,VANS,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MINIVAN
DODGE,VIPER,Value,DODGE-RAM,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
EAGLE,PREMIER,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Value,Value,MID SIZE CAR
EAGLE,SUMMIT,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Value,Value,MID SIZE CAR
EAGLE,TALON,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Value,Value,MID SIZE CAR
EAGLE,VISION,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Value,Value,MID SIZE CAR
FIAT,500,Value,FIAT,Import,European,Import,Sport,Value,SMALL CAR
FIAT,124 SPIDER,Value,FIAT,Import,European,Import,Sport,Value,SMALL CAR
FORD,AEROSTAR,Value,FORD,Domestic,American,Domestic,Standard,Sport,MINIVAN
FORD,ASPIRE,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,BRONCO,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE SUV
FORD,C-MAX ENERGI,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,CONTOUR,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
FORD,CROWN VICTORIA,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE CAR
FORD,E-350,Value,FORD,Domestic,American,Domestic,Standard,Sport,MINIVAN
FORD,E-450,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,ECONOLINE,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE SUV
FORD,ECOSPORT,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL SUV
FORD,EDGE,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE SUV
FORD,ESCAPE,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL SUV
FORD,ESCORT,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,EXCURSION,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE SUV
FORD,EXPEDITION,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE SUV
FORD,EXPLORER,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE SUV
FORD,F-100,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,F-150,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,F-250,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,F-350,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,F-450,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,FAIRMONT,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
FORD,FESTIVA,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,FIESTA,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,FLEX,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE SUV
FORD,FOCUS,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,FREESTAR,Value,FORD,Domestic,American,Domestic,Standard,Sport,MINIVAN
FORD,FREESTYLE,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,FUSION,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
FORD,FUSION HYBRID,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
FORD,GRANADA,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
FORD,MUSTANG,Value,FORD,Domestic,American,Domestic,Muscle,Sport,SMALL CAR
FORD,PROBE,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,RANGER,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL TRUCK
FORD,SUPER DUTY F-250,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,SHELBY GT500,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
FORD,TAURUS,Value,FORD,Domestic,American,Domestic,Standard,Sport,MID SIZE CAR
FORD,TEMPO,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,THUNDERBIRD,Value,FORD,Domestic,American,Domestic,Standard,Sport,SMALL CAR
FORD,TRANSIT-350,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE VAN
FORD,VAN,Value,FORD,Domestic,American,Domestic,Standard,Sport,FULL SIZE TRUCK
FORD,WINDSTAR,Value,FORD,Domestic,American,Domestic,Standard,Sport,MINIVAN
GENESIS,G80,Luxury,HYUNDAI,Luxury,Korean,Import,Reliability,Value,FULL SIZE CAR
GENESIS,G90,Luxury,HYUNDAI,Luxury,Korean,Import,Reliability,Value,FULL SIZE CAR
GENESIS,G70,Luxury,HYUNDAI,Luxury,Korean,Import,Reliability,Value,FULL SIZE CAR
GEO,METRO,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Value,Value,SMALL CAR
GEO,PRIZM,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Value,Value,SMALL CAR
GEO,SPECTRUM,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Value,Value,SMALL CAR
GEO,STORM,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Value,Value,SMALL CAR
GEO,TRACKER,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Value,Value,SMALL SUV
GMC,ACADIA,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,MID SIZE SUV
GMC,C/K 1500 SERIES,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,C/K 2500 SERIES,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,C/K 3500 SERIES,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,CANYON,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,MID SIZE TRUCK
GMC,ENVOY,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,MID SIZE SUV
GMC,JIMMY,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,SMALL SUV
GMC,R/V 1500 SERIES,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,G25,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,MINIVAN
GMC,S-15,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,SMALL TRUCK
GMC,SAVANA,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,MINIVAN
GMC,SIERRA 1500,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,SIERRA 2500,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,SIERRA 3500,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,SONOMA,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,SUBURBAN,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE TRUCK
GMC,TERRAIN,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,SMALL SUV
GMC,TYPHOON,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE SUV
GMC,YUKON,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE SUV
GMC,YUKON DENALI,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE SUV
GMC,YUKON XL,Value,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Value,FULL SIZE SUV
HONDA,ACCORD,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
HONDA,ACCORD CROSSTOUR,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
HONDA,CIVIC,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
HONDA,CLARITY,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
HONDA,CROSSTOUR,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
HONDA,CR-V,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL SUV
HONDA,CR-Z,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
HONDA,ELEMENT,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL SUV
HONDA,FIT,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
HONDA,HR-V,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
HONDA,INSIGHT,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE CAR
HONDA,ODYSSEY,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,MINIVAN
HONDA,PASSPORT,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,MID SIZE SUV
HONDA,PILOT,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,FULL SIZE SUV
HONDA,PRELUDE,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,SMALL CAR
HONDA,RIDGELINE,Reliability,HONDA,Import,Japanese,Import,Reliability,Low Maintenance,FULL SIZE TRUCK
HONDA,S2000,Reliability,HONDA,Import,Japanese,Import,Muscle,Sport,SMALL CAR
HUMMER,H2,Luxury,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Luxury,Sport,FULL SIZE SUV
HUMMER,H2 SUT,Luxury,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Luxury,Sport,FULL SIZE TRUCK
HUMMER,H3,Luxury,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Luxury,Sport,FULL SIZE SUV
HUMMER,H3T,Luxury,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Luxury,Sport,FULL SIZE TRUCK
HYUNDAI,ACCENT,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,AZERA,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,MID SIZE CAR
HYUNDAI,ELANTRA,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,ENTOURAGE,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,MINIVAN
HYUNDAI,EQUUS,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,FULL SIZE CAR
HYUNDAI,EXCEL,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,GENESIS,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,FULL SIZE CAR
HYUNDAI,SANTA CRUZ,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,MID SIZE TRUCK
HYUNDAI,IONIQ,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,KONA,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL SUV
HYUNDAI,PALISADE,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,FULL SIZE SUV
HYUNDAI,SANTA FE,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,MID SIZE SUV
HYUNDAI,SCOUPE,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,SONATA,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,MID SIZE CAR
HYUNDAI,TIBURON,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,TUCSON,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,MID SIZE SUV
HYUNDAI,VELOSTER,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,VENUE,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,VERACRUZ,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL SUV
HYUNDAI,XG300,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
HYUNDAI,XG350,Value,HYUNDAI,Import,Korean,Import,Value,Reliability,SMALL CAR
INFINITI,EX35,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,SMALL SUV
INFINITI,EX37,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,SMALL CAR
INFINITI,FX35,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE SUV
INFINITI,FX37,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,FX45,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
INFINITI,FX50,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
INFINITI,G20,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,G35,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,G37,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,I30,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,I35,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,J30,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,JX35,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,M35,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE CAR
INFINITI,M37,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,SMALL SUV
INFINITI,M45,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE CAR
INFINITI,M56,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE CAR
INFINITI,Q40,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,Q45,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,Q50,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,SMALL CAR
INFINITI,Q60,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
INFINITI,Q70,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE CAR
INFINITI,QX30,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,SMALL SUV
INFINITI,QX4,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
INFINITI,QX50,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,SMALL CAR
INFINITI,QX56,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
INFINITI,QX60,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE CAR
INFINITI,QX70,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
INFINITI,QX80,Luxury,INFINITI,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
ISUZU,AMIGO,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL SUV
ISUZU,ASCENDER,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,FULL SIZE SUV
ISUZU,AXIOM,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL SUV
ISUZU,HOMBRE,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL TRUCK
ISUZU,I-MARK,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL CAR
ISUZU,IMPULSE,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL CAR
ISUZU,I-SERIES,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,FULL SIZE TRUCK
ISUZU,OASIS,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,MINIVAN
ISUZU,PICKUP,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL TRUCK
ISUZU,RODEO,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL SUV
ISUZU,RODEO SPORT,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL SUV
ISUZU,STYLUS,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL CAR
ISUZU,TROOPER,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,FULL SIZE SUV
ISUZU,TROOPER II,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL SUV
ISUZU,VEHICROSS,Value,MITSUBISHI,Import,Japanese,Import,Value,Value,SMALL SUV
JAGUAR,F-PACE,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
JAGUAR,F-TYPE,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,SMALL CAR
JAGUAR,S-TYPE,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
JAGUAR,E-PACE,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
JAGUAR,XE,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
JAGUAR,XF,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
JAGUAR,XJ,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
JAGUAR,XJL,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
JAGUAR,XJR,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
JAGUAR,XK,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
JAGUAR,XKR,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
JAGUAR,X-TYPE,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
JEEP,CHEROKEE,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,CJ-5,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,FULL SIZE SUV
JEEP,CJ-7,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,FULL SIZE SUV
JEEP,COMANCHE,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,FULL SIZE TRUCK
JEEP,COMMANDER,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,MID SIZE SUV
JEEP,COMPASS,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,GRAND CHEROKEE,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,MID SIZE SUV
JEEP,GRAND WAGONEER,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,LIBERTY,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,PATRIOT,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,RENEGADE,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,SCRAMBLER,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,WAGONEER,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,SMALL SUV
JEEP,WRANGLER,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Muscle,Sport,SMALL SUV
JEEP,GLADIATOR,Value,CHRYSLER-JEEP,Domestic,American,Domestic,Sport,Value,MID SIZE TRUCK
KIA,AMANTI,Value,KIA,Import,Korean,Import,Value,Value,MID SIZE CAR
KIA,BORREGO,Value,KIA,Import,Korean,Import,Value,Value,MID SIZE SUV
KIA,CADENZA,Value,KIA,Import,Korean,Import,Value,Value,MID SIZE CAR
KIA,FORTE,Value,KIA,Import,Korean,Import,Value,Value,SMALL CAR
KIA,NIRO,Value,KIA,Import,Korean,Import,Value,Value,SMALL CAR
KIA,OPTIMA,Value,KIA,Import,Korean,Import,Value,Value,MID SIZE CAR
KIA,RIO,Value,KIA,Import,Korean,Import,Value,Value,SMALL CAR
KIA,RONDO,Value,KIA,Import,Korean,Import,Value,Value,SMALL CAR
KIA,SEDONA,Value,KIA,Import,Korean,Import,Value,Value,MINIVAN
KIA,SEPHIA,Value,KIA,Import,Korean,Import,Value,Value,SMALL CAR
KIA,SORENTO,Value,KIA,Import,Korean,Import,Value,Value,SMALL SUV
KIA,SOUL,Value,KIA,Import,Korean,Import,Value,Value,SMALL CAR
KIA,SPECTRA,Value,KIA,Import,Korean,Import,Value,Value,SMALL CAR
KIA,SPORTAGE,Value,KIA,Import,Korean,Import,Value,Value,SMALL SUV
KIA,K5,Value,KIA,Import,Korean,Import,Value,Value,MID SIZE CAR
KIA,K900,Value,KIA,Import,Korean,Import,Value,Value,FULL SIZE CAR
KIA,STINGER,Value,KIA,Import,Korean,Import,Value,Value,MID SIZE CAR
KIA,TELLURIDE,Value,KIA,Import,Korean,Import,Value,Value,MID SIZE SUV
KIA,SELTOS,Value,KIA,Import,Korean,Import,Value,Value,SMALL SUV
LAND ROVER,DEFENDER,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
LAND ROVER,DISCOVERY,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
LAND ROVER,EVOQUE,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,SMALL SUV
LAND ROVER,FREELANDER,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,SMALL SUV
LAND ROVER,LR2,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
LAND ROVER,LR3,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
LAND ROVER,LR4,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
LAND ROVER,RANGE ROVER,Luxury,JAGUAR-LANDROVER,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
LEXUS,CT,Luxury,LEXUS,Luxury,Japanese,Import,Luxury,Reliability,SMALL CAR
LEXUS,ES,Luxury,LEXUS,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE CAR
LEXUS,ES 250,Luxury,LEXUS,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
LEXUS,ES 300,Luxury,LEXUS,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
LEXUS,ES 330,Luxury,LEXUS,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
